path,label,group,clip,split
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g01_c01.avi,Basketball,1,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g01_c03.avi,Basketball,1,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g01_c05.avi,Basketball,1,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g01_c07.avi,Basketball,1,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g02_c02.avi,Basketball,2,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g02_c04.avi,Basketball,2,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g02_c06.avi,Basketball,2,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g03_c04.avi,Basketball,3,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g03_c06.avi,Basketball,3,6,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g04_c02.avi,Basketball,4,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g04_c04.avi,Basketball,4,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g05_c02.avi,Basketball,5,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g05_c04.avi,Basketball,5,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g06_c02.avi,Basketball,6,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g06_c04.avi,Basketball,6,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g07_c02.avi,Basketball,7,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g08_c04.avi,Basketball,8,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g09_c02.avi,Basketball,9,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g09_c04.avi,Basketball,9,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\Basketball\v_Basketball_g10_c03.avi,Basketball,10,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g11_c02.avi,Basketball,11,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g12_c01.avi,Basketball,12,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g13_c02.avi,Basketball,13,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g13_c04.avi,Basketball,13,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g14_c02.avi,Basketball,14,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g14_c04.avi,Basketball,14,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g15_c01.avi,Basketball,15,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g15_c07.avi,Basketball,15,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g16_c02.avi,Basketball,16,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g16_c06.avi,Basketball,16,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g17_c04.avi,Basketball,17,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g18_c02.avi,Basketball,18,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\Basketball\v_Basketball_g18_c04.avi,Basketball,18,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g19_c05.avi,Basketball,19,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g19_c07.avi,Basketball,19,7,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\Basketball\v_Basketball_g20_c02.avi,Basketball,20,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\Basketball\v_Basketball_g20_c04.avi,Basketball,20,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g21_c03.avi,Basketball,21,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g22_c05.avi,Basketball,22,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\Basketball\v_Basketball_g23_c04.avi,Basketball,23,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g01_c02.avi,BasketballDunk,1,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g01_c04.avi,BasketballDunk,1,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g02_c03.avi,BasketballDunk,2,3,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g03_c03.avi,BasketballDunk,3,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g04_c01.avi,BasketballDunk,4,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BasketballDunk\v_BasketballDunk_g05_c01.avi,BasketballDunk,5,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BasketballDunk\v_BasketballDunk_g05_c03.avi,BasketballDunk,5,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BasketballDunk\v_BasketballDunk_g05_c05.avi,BasketballDunk,5,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g06_c01.avi,BasketballDunk,6,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g07_c03.avi,BasketballDunk,7,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g07_c05.avi,BasketballDunk,7,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g08_c05.avi,BasketballDunk,8,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g09_c02.avi,BasketballDunk,9,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g10_c01.avi,BasketballDunk,10,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g11_c04.avi,BasketballDunk,11,4,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BasketballDunk\v_BasketballDunk_g12_c01.avi,BasketballDunk,12,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BasketballDunk\v_BasketballDunk_g12_c03.avi,BasketballDunk,12,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BasketballDunk\v_BasketballDunk_g12_c05.avi,BasketballDunk,12,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g13_c02.avi,BasketballDunk,13,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BasketballDunk\v_BasketballDunk_g14_c02.avi,BasketballDunk,14,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BasketballDunk\v_BasketballDunk_g14_c04.avi,BasketballDunk,14,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BasketballDunk\v_BasketballDunk_g14_c06.avi,BasketballDunk,14,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g15_c01.avi,BasketballDunk,15,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g15_c03.avi,BasketballDunk,15,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g15_c05.avi,BasketballDunk,15,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g16_c02.avi,BasketballDunk,16,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g16_c04.avi,BasketballDunk,16,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g16_c06.avi,BasketballDunk,16,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g17_c02.avi,BasketballDunk,17,2,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g18_c05.avi,BasketballDunk,18,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g19_c03.avi,BasketballDunk,19,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g20_c05.avi,BasketballDunk,20,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g21_c01.avi,BasketballDunk,21,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g21_c03.avi,BasketballDunk,21,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g22_c03.avi,BasketballDunk,22,3,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g23_c01.avi,BasketballDunk,23,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g23_c05.avi,BasketballDunk,23,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g24_c04.avi,BasketballDunk,24,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BasketballDunk\v_BasketballDunk_g25_c01.avi,BasketballDunk,25,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g01_c05.avi,BenchPress,1,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g02_c01.avi,BenchPress,2,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g02_c03.avi,BenchPress,2,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g03_c02.avi,BenchPress,3,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g03_c04.avi,BenchPress,3,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g03_c06.avi,BenchPress,3,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g04_c01.avi,BenchPress,4,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g04_c05.avi,BenchPress,4,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BenchPress\v_BenchPress_g05_c02.avi,BenchPress,5,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BenchPress\v_BenchPress_g05_c04.avi,BenchPress,5,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BenchPress\v_BenchPress_g05_c06.avi,BenchPress,5,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g06_c01.avi,BenchPress,6,1,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g06_c05.avi,BenchPress,6,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g07_c02.avi,BenchPress,7,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g07_c04.avi,BenchPress,7,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g08_c05.avi,BenchPress,8,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BenchPress\v_BenchPress_g09_c02.avi,BenchPress,9,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BenchPress\v_BenchPress_g09_c04.avi,BenchPress,9,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BenchPress\v_BenchPress_g09_c06.avi,BenchPress,9,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g10_c03.avi,BenchPress,10,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BenchPress\v_BenchPress_g11_c05.avi,BenchPress,11,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g12_c06.avi,BenchPress,12,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g13_c01.avi,BenchPress,13,1,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g13_c05.avi,BenchPress,13,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g13_c07.avi,BenchPress,13,7,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g14_c02.avi,BenchPress,14,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g15_c05.avi,BenchPress,15,5,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g16_c05.avi,BenchPress,16,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BenchPress\v_BenchPress_g17_c02.avi,BenchPress,17,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\val\BenchPress\v_BenchPress_g17_c06.avi,BenchPress,17,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g18_c03.avi,BenchPress,18,3,query
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g19_c06.avi,BenchPress,19,6,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g20_c04.avi,BenchPress,20,4,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g21_c01.avi,BenchPress,21,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g21_c03.avi,BenchPress,21,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g22_c01.avi,BenchPress,22,1,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g22_c03.avi,BenchPress,22,3,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g23_c02.avi,BenchPress,23,2,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\train\BenchPress\v_BenchPress_g24_c05.avi,BenchPress,24,5,gallery
C:\VU\4th_Year\Independence Term 1\GenerativeAI\MIDTERM\Midterm_GenAI\data\interim\UCF101_subset\test\BenchPress\v_BenchPress_g25_c02.avi,BenchPress,25,2,gallery
